livelihood_zone_corrected,months,year,year_month,month,livelihood_system,cdi,cmb,conflict_fatalities,conflict_incidents,goat_price,maize_price,ndvi,rainfall,rice_price,river_level,sorghum_price,water_price
Gedo Pastoral,January,2016,2016-01,Jan,Pastoral,1.0025,2780812.5,15,5,769375,13333.33333,0.3475,1.1325,19250,1.86,10687.5,23312.5
Gedo Pastoral,February,2016,2016-02,Feb,Pastoral,1.04,2860483.333,0,2.5,725500,13333.33333,0.2825,4.1275,18600,1.38,11200,21600
Gedo Pastoral,March,2016,2016-03,Mar,Pastoral,1.165,2871666.667,0,1,734375,13333.33333,0.305,5.5475,17750,1.24,11250,21625
Gedo Pastoral,April,2016,2016-04,Apr,Pastoral,1.0725,2905302.083,5,6,808125,13166.66667,0.4725,150.9625,18750,0.97,10583.33333,21500
Gedo Pastoral,May,2016,2016-05,May,Pastoral,0.99,2941475,3.75,1.75,788750,13600,0.5375,26.445,18525,4.26,11333.33333,21500
Gedo Pastoral,June,2016,2016-06,Jun,Pastoral,0.89,2896364.583,4,2.75,794375,14000,0.3925,3.52,19250,3.04,12125,20250
Gedo Pastoral,July,2016,2016-07,Jul,Pastoral,0.67,2881239.583,9.333333333,1.333333333,751250,13333.33333,0.29,3.965,18750,2.1,12093.75,20250
Gedo Pastoral,August,2016,2016-08,Aug,Pastoral,0.575,2890066.667,3,2,810000,13600,0.305,3.565,19000,2.33,12000,20250
Gedo Pastoral,September,2016,2016-09,Sep,Pastoral,0.6125,2977333.333,7.333333333,2,857500,14000,0.2975,2.6825,18250,2.5,12416.66667,17000
Gedo Pastoral,October,2016,2016-10,Oct,Pastoral,0.335,3116150,1.5,2,796000,13900,0.3225,15.7,19000,2.5,12466.66667,17333.33333
Gedo Pastoral,November,2016,2016-11,Nov,Pastoral,0.3175,3118356.667,4,1,654444.3333,13500,0.395,29.3275,19000,3.96,13333.33333,17333.33333
Gedo Pastoral,December,2016,2016-12,Dec,Pastoral,0.4025,3261125,0,3,627500,13750,0.4025,23.645,19666.66667,2.58,13333.33333,17333.33333
Gedo Pastoral,January,2017,2017-01,Jan,Pastoral,0.51,3206250,6,2.25,536666.6667,14300,0.3125,1.1225,20200,1.64,13666.66667,17666.66667
Gedo Pastoral,February,2017,2017-02,Feb,Pastoral,0.535,3176000,1.5,2.5,517500,14000,0.2725,3.1075,20166.66667,1.2,13333.33333,17666.66667
Gedo Pastoral,March,2017,2017-03,Mar,Pastoral,0.4675,3262770.833,5,2,537500,14500,0.28,5.7275,19333.33333,0.95,14333.33333,17666.66667
Gedo Pastoral,April,2017,2017-04,Apr,Pastoral,0.4975,3174229.167,0.25,1.5,606666.6667,14125,0.3725,78.3825,19333.33333,2.58,14125,17666.66667
Gedo Pastoral,May,2017,2017-05,May,Pastoral,0.5325,3211666.667,0.75,1.5,672000,13600,0.435,57.92,18800,4.08,14733.33333,17666.66667
Gedo Pastoral,June,2017,2017-06,Jun,Pastoral,0.57,3205604.167,2.333333333,2.333333333,746666.6667,14000,0.3325,3.565,19333.33333,3.66,14333.33333,17333.33333
Gedo Pastoral,July,2017,2017-07,Jul,Pastoral,0.5425,3211770.833,2,1.666666667,769166.6667,13875,0.2475,4.81,20000,1.92,14666.66667,17333.33333
Gedo Pastoral,August,2017,2017-08,Aug,Pastoral,0.5725,3166937.5,5.5,1.5,825000,14125,0.255,4.26,20000,2.72,14000,17333.33333
Gedo Pastoral,September,2017,2017-09,Sep,Pastoral,0.6625,3123208.333,15.25,4.25,787500,13500,0.2675,3.9075,19333.33333,3.78,14000,16000
Gedo Pastoral,October,2017,2017-10,Oct,Pastoral,0.72,3154508.333,0,1,776666.6667,13900,0.355,39.89,19333.33333,4.78,14033.33333,16533.33333
Gedo Pastoral,November,2017,2017-11,Nov,Pastoral,0.885,3103937.5,0,1,777500,13812.5,0.505,95.225,19416.66667,5.27,13875,16333.33333
Gedo Pastoral,December,2017,2017-12,Dec,Pastoral,0.93,3097125,5,1,741666.6667,13500,0.4125,2.295,19333.33333,2,13666.66667,16166.66667
Gedo Pastoral,January,2018,2018-01,Jan,Pastoral,0.9175,2981366.667,1,3,755333.3333,12000,0.2825,1.115,19333.33333,1.075,12600,16066.66667
Gedo Pastoral,February,2018,2018-02,Feb,Pastoral,0.795,2887750,0,2.5,821666.6667,12000,0.27,2.46,18750,1.32,11916.66667,16500
Gedo Pastoral,March,2018,2018-03,Mar,Pastoral,1.0375,2935208.333,9.666666667,3,827083.3333,12625,0.335,35,19333.33333,3.13,12583.33333,16500
Gedo Pastoral,April,2018,2018-04,Apr,Pastoral,1.6775,2887016.667,1,2,852333.3333,12650,0.525,178.755,19066.66667,1.81,12633.33333,15866.66667
Gedo Pastoral,May,2018,2018-05,May,Pastoral,2.2,2931937.5,1,1,887916.6667,12937.5,0.5825,75.2,19500,4.65,13316.66667,15833.33333
Gedo Pastoral,June,2018,2018-06,Jun,Pastoral,2.3675,2883458.333,1,1.5,907500,13187.5,0.47,3.3725,19666.66667,4.58,13108.33333,16000
Gedo Pastoral,July,2018,2018-07,Jul,Pastoral,2.325,2746883.333,0.666666667,2.333333333,919000,12400,0.35,5.01,19150,3.31,11953.33333,15666.66667
Gedo Pastoral,August,2018,2018-08,Aug,Pastoral,2.045,2685375,1.666666667,1.666666667,916666.6667,12250,0.305,4.415,18833.33333,2.86,11333.33333,16000
Gedo Pastoral,September,2018,2018-09,Sep,Pastoral,1.6025,2575166.667,16.5,1.5,925000,11750,0.315,3.56,18833.33333,3.54,10333.33333,16000
Gedo Pastoral,October,2018,2018-10,Oct,Pastoral,0.8475,2583860,0.5,2,942000,10866.66667,0.4075,46.4975,18933.33333,4.28,10133.33333,16333.33333
Gedo Pastoral,November,2018,2018-11,Nov,Pastoral,0.69,2579791.667,0.333333333,2.333333333,900833.3333,11500,0.53,52.53,19500,4.71,10166.66667,16333.33333
Gedo Pastoral,December,2018,2018-12,Dec,Pastoral,0.91,2487145.833,0.666666667,2.333333333,898333.3333,11083.33333,0.5125,66.305,18750,2.51,9750,16333.33333
Gedo Pastoral,January,2019,2019-01,Jan,Pastoral,1.0575,2495458.333,0.333333333,1.333333333,887500,11250,0.36,1.015,18416.66667,1.76,9833.333333,15666.66667
Gedo Pastoral,February,2019,2019-02,Feb,Pastoral,0.96,2558000,1.5,2,860000,11417,0.3075,1.59,18500,1.31,10166.66667,16500
Gedo Pastoral,March,2019,2019-03,Mar,Pastoral,0.87,2745458.333,8,7,875416.6667,12833.66667,0.3125,7.8675,18750,1.1,11583.33333,16833.33333
Gedo Pastoral,April,2019,2019-04,Apr,Pastoral,1.0925,2816450,2,2,882000,13333.66667,0.39,66.4475,18933.33333,0.95,12333.33333,17733.33333
Gedo Pastoral,May,2019,2019-05,May,Pastoral,1.6325,2832854.167,0,1.5,859166.6667,13250,0.4475,64.2775,18916.66667,2.44,12583.33333,17166.66667
Gedo Pastoral,June,2019,2019-06,Jun,Pastoral,1.65,2905687.5,0,1.5,820000,14000,0.365,2.745,19000,3.3,13166.66667,17416.66667
Gedo Pastoral,July,2019,2019-07,Jul,Pastoral,1.725,2909533.333,0,2.5,806666.6667,14133.33333,0.2825,6.835,19200,2.59,13133.33333,17400
Gedo Pastoral,August,2019,2019-08,Aug,Pastoral,1.475,2980104.167,1.5,2,840583.3333,14583.33333,0.27,4.16,19500,2.26,13500,16583.33333
Gedo Pastoral,September,2019,2019-09,Sep,Pastoral,1.3275,3046200,1,1,786933.3333,14866.66667,0.3275,4.15,19733.33333,2.23,14066.66667,17333.33333
Gedo Pastoral,October,2019,2019-10,Oct,Pastoral,3.175,3062520.833,1,1,872500,15291.66667,0.5775,223.085,18833.33333,2,14541.66667,17208.33333
Gedo Pastoral,November,2019,2019-11,Nov,Pastoral,3.04,3041958.333,1.5,2,890000,15208.33333,0.66,120.7875,21000,3.8,14083.33333,17166.66667
Gedo Pastoral,December,2019,2019-12,Dec,Pastoral,3.1375,2969958.333,0,1,854166.6667,14625,0.6175,28.015,20166.66667,4.71,13500,16541.66667
Gedo Pastoral,January,2020,2020-01,Jan,Pastoral,3.07,2891770.833,1,1,837666.6667,14208.33333,0.5,1.0975,19416.66667,3.09,12791.66667,16375
Gedo Pastoral,February,2020,2020-02,Feb,Pastoral,2.7575,2862083.333,0.333333333,2.666666667,858708.3333,14166.66667,0.3675,1.4225,19000,2.14,12500,16208.33333
Gedo Pastoral,March,2020,2020-03,Mar,Pastoral,3.3575,2845000,0.5,2,813366.6667,14366.66667,0.37,47.3975,19733.33333,1.54,12266.66667,16233.33333
Gedo Pastoral,April,2020,2020-04,Apr,Pastoral,2.415,2969275,0.333333333,2,908000,15083.33333,0.5425,165.6775,20833.33333,4.89,13125,16833.33333
Gedo Pastoral,May,2020,2020-05,May,Pastoral,2.0375,3235333.333,3,5,957000,16583.33333,0.6075,22.1875,22083.33333,5.63,14583.33333,17750
Gedo Pastoral,June,2020,2020-06,Jun,Pastoral,1.8875,3270483.333,3,2,928066.6667,15466.66667,0.46,3.43,21600,3.95,14633.33333,17800
Gedo Pastoral,July,2020,2020-07,Jul,Pastoral,1.82,3344604.167,1.5,2,916666.6667,16333.33333,0.3375,6.065,21916.66667,3.65,14958.33333,17000
Gedo Pastoral,August,2020,2020-08,Aug,Pastoral,1.9675,3410000,4.333333333,2.333333333,954400,16800,0.315,4.4425,22533.33333,3.89,15400,16866.66667
Gedo Pastoral,September,2020,2020-09,Sep,Pastoral,1.51,3097833.333,5.666666667,3.333333333,963500,14416.66667,0.3325,3.225,20158.33333,4.31,13583.33333,16833.33333
Gedo Pastoral,October,2020,2020-10,Oct,Pastoral,0.8025,3046041.667,0,3,932166.6667,13833.33333,0.4125,42.9925,20750,4.55,13033.33333,16166.66667
Gedo Pastoral,November,2020,2020-11,Nov,Pastoral,0.7725,3140929.167,0.666666667,1.333333333,959666.6667,14666.66667,0.4925,26.165,21833.33333,4.7,14166.66667,15583.33333
Gedo Pastoral,December,2020,2020-12,Dec,Pastoral,0.69,3176750,1,1.666666667,908916.6667,14500,0.42,4.835,21111,2.73,14500,14666.66667
Gedo Pastoral,January,2021,2021-01,Jan,Pastoral,0.79,3222333.333,8.666666667,2.666666667,1534583.333,15250,0.3,1.655,21583.33333,2.8,15083.33333,12833.33333
Gedo Pastoral,February,2021,2021-02,Feb,Pastoral,1.0425,3262437.5,4.5,2,883333.3333,15666.66667,0.2625,1.4475,21666.66667,1.95,15333.33333,14000
Gedo Pastoral,March,2021,2021-03,Mar,Pastoral,1.125,3287850,6,2,858000,15733.33333,0.3075,10.625,20866.66667,2.01,15666.66667,14733.33333
Gedo Pastoral,April,2021,2021-04,Apr,Pastoral,1.12,3231195.833,1.666666667,1.333333333,861916.6667,16000,0.4375,112.1675,20833.33333,3.4,15250,14666.66667
Gedo Pastoral,May,2021,2021-05,May,Pastoral,1.47,3208333.333,1.5,1,864666.6667,16000,0.4625,74.605,20800,4.95,15000,14933.33333
Gedo Pastoral,June,2021,2021-06,Jun,Pastoral,1.6325,3264645.833,0,1,824750,16333.33333,0.335,2.8625,20916.66667,2.51,15416.66667,15000
Gedo Pastoral,July,2021,2021-07,Jul,Pastoral,1.6325,3306125,5.666666667,2.333333333,810833.3333,16500,0.26,5.025,21416.66667,2.31,15500,15166.66667
Gedo Pastoral,August,2021,2021-08,Aug,Pastoral,1.4175,2443566.667,0,1.666666667,832000,16666.66667,0.255,4.0525,21066.66667,2.45,16200,14733.33333
Gedo Pastoral,September,2021,2021-09,Sep,Pastoral,1.245,3427687.5,2,4.666666667,834166.6667,16750,0.275,2.2625,21333.33333,2.1,16500,14666.66667
Gedo Pastoral,October,2021,2021-10,Oct,Pastoral,0.715,3460104.167,0,1.5,828333.3333,16500,0.3325,14.06,21750,3.07,16416.66667,14833.33333
Gedo Pastoral,November,2021,2021-11,Nov,Pastoral,0.3775,3566266.667,2,2,799333.3333,16800,0.3575,30.1375,22333.33333,2.83,16733.33333,15000
Gedo Pastoral,December,2021,2021-12,Dec,Pastoral,0.3425,3650583.333,0,1,766666.6667,17833.33333,0.34,7.1825,22416.66667,2.63,17583.33333,15166.66667
Gedo Pastoral,January,2022,2022-01,Jan,Pastoral,0.36,3750600,0,1,743333.3333,18466.66667,0.2875,1.245,22533.33333,1.59,18333.33333,15333.33333
Gedo Pastoral,February,2022,2022-02,Feb,Pastoral,0.3975,3715597.667,1,2,734166.6667,18333.33333,0.2425,1.7725,23083.33333,1.22,17583.33333,15166.66667
Gedo Pastoral,March,2022,2022-03,Mar,Pastoral,0.4,3883708.333,6,1,740000,19500,0.255,18.715,23916.66667,0.975,18333.33333,16000
Gedo Pastoral,April,2022,2022-04,Apr,Pastoral,0.5125,4019958.333,0,2,813333.3333,19916.66667,0.335,53.225,25000,3.93,18916.66667,17250
Gedo Pastoral,May,2022,2022-05,May,Pastoral,0.805,4076583.333,18,7,888666.6667,19800,0.3775,33.7375,25666.66667,3.96,19333.33333,17666.66667
Gedo Pastoral,June,2022,2022-06,Jun,Pastoral,0.9575,4178583.333,0.666666667,2.666666667,952500,20416.66667,0.3025,2.865,26000,2.71,20000,17166.66667
Gedo Pastoral,July,2022,2022-07,Jul,Pastoral,1.02,4542331.25,0.333333333,2.666666667,945000,20833.33333,0.26,5.1625,25916.66667,2.46,20583.33333,16666.66667
Gedo Pastoral,August,2022,2022-08,Aug,Pastoral,0.915,4192600,1.5,3,920466.6667,20200,0.245,4.045,25333.33333,2.66,20133.33333,16666.66667
Gedo Pastoral,September,2022,2022-09,Sep,Pastoral,0.845,4580807.292,2.5,1.5,933833.3333,19916.66667,0.2575,2.555,25166.66667,3.17,20166.66667,16333.33333
Gedo Pastoral,October,2022,2022-10,Oct,Pastoral,0.655,4171133.333,0.666666667,2.333333333,919066.6667,20933.33333,0.3225,36.3375,25133.33333,5.01,20666.66667,16066.66667
Gedo Pastoral,November,2022,2022-11,Nov,Pastoral,0.7625,4221895.833,1.5,2,921000,22125,0.3925,11.85,23687.5,4.43,21000,20250
Gedo Pastoral,December,2022,2022-12,Dec,Pastoral,0.565,4403583.333,5,1.5,894375,23250,0.3525,1.695,24250,2.44,22250,20625
Gedo Pastoral,January,2023,2023-01,Jan,Pastoral,0.54,4576416.667,0,1,939000,24100,0.275,1.4175,24550,2.35,23450,21300
Gedo Pastoral,February,2023,2023-02,Feb,Pastoral,0.575,4621875,2.5,2.5,941875,24312.5,0.2375,1.7975,24500,2.03,24062.5,21437.5
Gedo Pastoral,March,2023,2023-03,Mar,Pastoral,0.7975,4647375,0.333333333,1.333333333,983437.5,24687.5,0.34,42.2525,25000,5.31,23937.5,21625
Gedo Pastoral,April,2023,2023-04,Apr,Pastoral,1.4675,4758687.5,0,1.5,1012500,25062.5,0.4825,153.8025,25437.5,4.49,24625,22125
Gedo Pastoral,May,2023,2023-05,May,Pastoral,1.5525,4893500,1.5,2,1068500,25050,0.545,25.95,26200,5.08,24800,22300
Gedo Pastoral,June,2023,2023-06,Jun,Pastoral,1.5425,5000520.833,7,2,1075625,25312.5,0.4175,3.1175,26437.5,4.59,25250,21937.5
Gedo Pastoral,July,2023,2023-07,Jul,Pastoral,1.4925,4828933.333,0,1,1069500,23550,0.2875,3.1575,26100,2.92,23400,21450
Gedo Pastoral,August,2023,2023-08,Aug,Pastoral,1.3125,4785541.667,1,2.5,970000,23375,0.2725,3.91,26750,3.31,22312.5,21562.5
Gedo Pastoral,September,2023,2023-09,Sep,Pastoral,0.9175,4981552.083,4.25,3.5,973125,25125,0.29,2.415,27375,3.22,23437.5,22468.75
Gedo Pastoral,October,2023,2023-10,Oct,Pastoral,1.375,5018133.333,0.75,1.25,1000000,25550,0.4675,149,28300,5.98,23700,22750
Gedo Pastoral,November,2023,2023-11,Nov,Pastoral,2.3775,5246750,0,1,1218750,27500,0.665,178.1125,32125,6.5,25625,24125
Gedo Pastoral,December,2023,2023-12,Dec,Pastoral,3.2225,5405955,1,1.666666667,1100937.5,29187.5,0.675,3.5675,34937.5,3.8,27604.25,25250
Gedo Pastoral,January,2024,2024-01,Jan,Pastoral,3.5125,5464250,0,1.333333333,1079000,28750,0.555,1.1175,34150,2.0815,27700,23900
Gedo Pastoral,February,2024,2024-02,Feb,Pastoral,3.65,5409000,1.5,1.75,1103750,27750,0.42,1.6925,32000,1.903888889,26875,22500
Gedo Pastoral,March,2024,2024-03,Mar,Pastoral,3.335,5349916.667,1.5,2,1095625,26937.5,0.395,9.025,31375,2.0835,26687.5,22250
Gedo Pastoral,April,2024,2024-04,Apr,Pastoral,2.2525,5336316.667,1,2,1142850,27200,0.5475,139.45,30800,3.048108108,26650,22550
Gedo Pastoral,May,2024,2024-05,May,Pastoral,1.975,5409875,3.5,1.5,1168750,28625,0.63,43.0875,31000,3.628717949,27250,22625
Gedo Pastoral,June,2024,2024-06,Jun,Pastoral,1.8025,5358187.5,0,2.333333333,1182500,30187.5,0.505,3.09,31312.5,1.878888889,27187.5,21812.5
Gedo Pastoral,July,2024,2024-07,Jul,Pastoral,1.98,5121658.333,11.5,4,1213400,31400,0.365,5.105,31600,1.568205128,25137.5,22350
Gedo Pastoral,August,2024,2024-08,Aug,Pastoral,1.98,5101404.167,0.5,2.75,1218812.5,30375,0.33,5.105,31375,3.367222222,25362.5,22187.5
Gedo Pastoral,September,2024,2024-09,Sep,Pastoral,2.0775,5287183.333,1,3,1168100,31100,0.35,2.7175,30600,3.209142857,26325,22250
Gedo Pastoral,October,2024,2024-10,Oct,Pastoral,1.0375,5197041.667,4.25,3,1179625,31125,0.385,23.1375,29437.5,3.480625,25812.5,23250
Gedo Pastoral,November,2024,2024-11,Nov,Pastoral,0.965,5071916.667,0.666666667,3,1118750,30625,0.5075,49.9125,29500,4.578333333,25312.5,22625
Gedo Pastoral,December,2024,2024-12,Dec,Pastoral,0.755,5071916.667,2.25,3.25,1097000,28750,0.4725,3.475,28900,3.32,26350,23800
Gedo Pastoral,January,2025,2025-01,Jan,Pastoral,1.1725,5052294.443,1.5,5.5,1127000,27191.75,0.325,1.0675,28858.5,2.05,25808.25,23375
Gedo Pastoral,February,2025,2025-02,Feb,Pastoral,0.9375,5067142.417,2,7,1066625,27114,0.2725,1.45,28927.75,1.98,25877.75,24000
Gedo Pastoral,March,2025,2025-03,Mar,Pastoral,1.0225,5005675,1.5,3,1121000,25725,0.345,31.8375,28225,2.57,25250,24475
Gedo Pastoral,April,2025,2025-04,Apr,Pastoral,1.72,5019583.333,0.333333333,2.666666667,1147625,26000,0.47,130.94,27812.5,4.67,25312.5,23875
Gedo Pastoral,May,2025,2025-05,May,Pastoral,1.8825,4756027.777,0.25,1,1200750,25625,0.5075,36.71,26500,3.97,24250,24125
Gedo Pastoral,June,2025,2025-06,Jun,Pastoral,1.9,4723127.333,2,3.666666667,1206500,22400,0.3825,2.8275,26250,2.4,24250,23712
Gedo Pastoral,July,2025,2025-07,Jul,Pastoral,1.8425,4688958.333,8.333333333,5,1190000,23062.5,0.2575,5.2,26437.5,2.5,23125,24187.5
Gedo Pastoral,August,2025,2025-08,Aug,Pastoral,1.845,4605187.5,1.75,3.25,1180625,23125,0.26,3.9575,26687.5,2.6,23187.5,24000
Gedo Pastoral,September,2025,2025-09,Sep,Pastoral,1.7825,4535516.667,1.5,7.5,1182000,23350,0.2775,2.6425,26550,3.2,22900,23100
Gedo Pastoral,October,2025,2025-10,Oct,Pastoral,0.9975,4598354.167,0.333333333,2.666666667,1250250,23625,0.3025,14.4475,26625,4.15,23375,23250
Gedo Pastoral,November,2025,2025-11,Nov,Pastoral,0.735,4691812.5,0,2.333333333,1214375,25062.5,0.3575,11.6125,26937.5,3.7,23750,23187.5
Gedo Pastoral,December,2025,2025-12,Dec,Pastoral,0.62,4788950,7,5,1076500,26450,0.3325,6.4975,27650,2.45,24750,24150
Gedo Pastoral,January,2026,2026-01,Jan,Pastoral,0.705,4878230.833,2.5,2.5,1057875,26375,0.27,1.0575,28000,2.3,24937.5,24655
Gedo Pastoral,February,2026,2026-02,Feb,Pastoral,0.74,4800275,1.333333333,1.666666667,1075625,26750,0.2425,1.8675,27937.5,2.25,24437.5,25625
Gedo Pastoral,March,2026,2026-03,Mar,Pastoral,1.3425,5002015.333,2.333333333,3.333333333,1147400,27500,0.335,82.89,28750,3.9,25850,27236
Gedo Pastoral,April,2026,2026-04,Apr,Pastoral,1.6875,5067037.5,0.333333333,3.666666667,1242500,27562.5,0.4725,120.42,29750,4.05,26062.5,26143.75
Gedo Pastoral,May,2026,2026-05,May,Pastoral,1.7025,5081141.667,0.333333333,1.666666667,1333125,28062.5,0.495,19.305,30562.5,3.95,26131.25,27125
Gedo Riverine,January,2015,2015-01,Jan,Riverine,0.935,1818500,15.5,3,635000,8000,0.365,1.255,15000,4.38,6000,6000
Gedo Riverine,February,2015,2015-02,Feb,Riverine,0.685,1872000,2,2,660000,8000,0.29,2.045,15000,3.86,6500,7000
Gedo Riverine,March,2015,2015-03,Mar,Riverine,0.65,2027750,5,2,760000,9000,0.39,34.955,15000,3.9,7000,7000
Gedo Riverine,April,2015,2015-04,Apr,Riverine,1.115,2017750,0,1,835000,9000,0.58,146.475,16000,7.24,7000,7000
Gedo Riverine,May,2015,2015-05,May,Riverine,1.235,2127500,2.5,1.5,685000,10250,0.595,32.48,16000,5.94,8000,7000
Gedo Riverine,June,2015,2015-06,Jun,Riverine,1.29,2159150,11.5,2,646000,10100,0.455,6.19,16000,5.8,7960,7000
Gedo Riverine,July,2015,2015-07,Jul,Riverine,1.205,1958400,55,6.5,816000,8600,0.345,14.24,16000,5.06,7000,7000
Gedo Riverine,August,2015,2015-08,Aug,Riverine,0.975,1971300,32.5,7,868000,8000,0.34,6.43,16000,5.58,7300,7000
Gedo Riverine,September,2015,2015-09,Sep,Riverine,0.72,2023250,2.5,3.5,837500,8000,0.385,4.81,16000,5,7450,7000
Gedo Riverine,October,2015,2015-10,Oct,Riverine,0.98,2074062.5,23.5,4.5,812500,8000,0.585,119.825,16750,4.5,7750,7000
Gedo Riverine,November,2015,2015-11,Nov,Riverine,1.235,2155500,5,2,775000,8000,0.685,81,16000,5.4,8000,7000
Gedo Riverine,December,2015,2015-12,Dec,Riverine,1.21,1949750,18,3.5,725000,7250,0.615,14.935,16000,5.62,7250,7000
Gedo Riverine,January,2016,2016-01,Jan,Riverine,1.08,1818000,105,10,700000,7000,0.44,1.375,16000,4.22,6500,7000
Gedo Riverine,February,2016,2016-02,Feb,Riverine,1.05,1812850,21.5,4.5,650000,7300,0.335,5.13,16000,3.76,6500,7800
Gedo Riverine,March,2016,2016-03,Mar,Riverine,1.105,1818750,8,4,700000,8000,0.355,7.37,15000,3.5,6000,7750
Gedo Riverine,April,2016,2016-04,Apr,Riverine,0.95,1864500,6.5,3,775000,7750,0.515,122.075,16000,3.32,6250,7750
Gedo Riverine,May,2016,2016-05,May,Riverine,0.8,2000500,6.5,4.5,750000,10000,0.58,33.315,16000,9,7500,7800
Gedo Riverine,June,2016,2016-06,Jun,Riverine,0.76,2004250,20.5,3,737500,10375,0.45,6.585,16000,5.68,7500,7750
Gedo Riverine,July,2016,2016-07,Jul,Riverine,0.62,1929000,0,1,790000,9500,0.35,8.24,16000,4.2,7000,8000
Gedo Riverine,August,2016,2016-08,Aug,Riverine,0.53,1945600,7,4.5,902000,10000,0.37,5.545,15400,5.12,7300,8000
Gedo Riverine,September,2016,2016-09,Sep,Riverine,0.575,1988750,1.5,2.5,902500,10000,0.34,4.72,15000,4.86,7500,8000
Gedo Riverine,October,2016,2016-10,Oct,Riverine,0.32,2251750,12.5,5,766000,10600,0.375,20.185,18000,4.76,9800,8000
Gedo Riverine,November,2016,2016-11,Nov,Riverine,0.35,2354750,1.5,2.5,750000,11000,0.475,57.365,18000,6.28,11000,8000
Gedo Riverine,December,2016,2016-12,Dec,Riverine,0.39,2477250,1,1.5,700000,12000,0.49,30.94,16000,4.44,11000,8000
Gedo Riverine,January,2017,2017-01,Jan,Riverine,0.455,2520900,1.5,2.5,640000,12600,0.365,1.295,16000,4.04,11600,8000
Gedo Riverine,February,2017,2017-02,Feb,Riverine,0.535,2547500,3,1,500000,13000,0.32,3.35,16000,3.6,12000,8000
Gedo Riverine,March,2017,2017-03,Mar,Riverine,0.55,2641250,5.5,2,500000,13000,0.325,7.1,17000,3.4,13000,8000
Gedo Riverine,April,2017,2017-04,Apr,Riverine,0.585,2642000,19.5,4.5,550000,12000,0.43,94.73,17000,4.4,13000,8000
Gedo Riverine,May,2017,2017-05,May,Riverine,0.5,2628550,6,4.5,700000,12000,0.52,75.42,17000,6.77,13000,8000
Gedo Riverine,June,2017,2017-06,Jun,Riverine,0.52,2644750,24,15,650000,12500,0.42,6.39,16000,6.06,13000,8000
Gedo Riverine,July,2017,2017-07,Jul,Riverine,0.505,2664000,37,7,650000,12500,0.3,10.005,16000,4.71,13250,8000
Gedo Riverine,August,2017,2017-08,Aug,Riverine,0.59,2693500,1.5,3,632500,13500,0.295,6.315,16000,5.54,13000,8000
Gedo Riverine,September,2017,2017-09,Sep,Riverine,0.69,2693000,12,5,620000,13000,0.31,6.36,16000,6.29,13000,8000
Gedo Riverine,October,2017,2017-10,Oct,Riverine,0.59,2591300,14,1,656000,12700,0.41,43.175,16400,7.86,12200,8000
Gedo Riverine,November,2017,2017-11,Nov,Riverine,0.76,2663500,0.5,1,762500,12000,0.6,131.93,16000,9,13000,8000
